Workers,Execution Time 1,Execution Time 2,Execution Time 3
2,149.72607898712158,151.70675539970398,147.7381031513214
4,97.48854231834412,96.5468418598175,95.92398858070374
6,76.38501453399658,83.71182656288147,77.14237427711487
