Workers,Execution Time 1,Execution Time 2,Execution Time 3
2,92.92499709129333,94.57808423042297,97.17413806915283
4,66.02115774154663,70.45934414863586,70.01203966140747
6,65.4533863067627,63.27072048187256,59.401935338974
